,english,japanese,good,view,url,count,sentence
32288,cell,細胞,0,646.0,https://eikaiwa.dmm.com/uknow/questions/55830/,2173,False
7750,evidence,証拠,12,6398.0,https://eikaiwa.dmm.com/uknow/questions/32686/,2172,False
8198,explain,説明する,13,5994.0,https://eikaiwa.dmm.com/uknow/questions/36644/,2161,False
21952,town,町,2,1449.0,https://eikaiwa.dmm.com/uknow/questions/52377/,2130,False
6323,hospital,病院,29,7973.0,https://eikaiwa.dmm.com/uknow/questions/32103/,2128,False
11884,write,記載,3,3788.0,https://eikaiwa.dmm.com/uknow/questions/44656/,2102,False
18901,worth,価値がある,0,1881.0,https://eikaiwa.dmm.com/uknow/questions/53473/,2088,False
29718,state,州,2,788.0,https://eikaiwa.dmm.com/uknow/questions/54702/,2086,False
27887,government,政府,4,910.0,https://eikaiwa.dmm.com/uknow/questions/52472/,2070,False
6257,contact,お問い合わせ,8,8061.0,https://eikaiwa.dmm.com/uknow/questions/51156/,2051,False
16378,trouble,トラブル,1,2373.0,https://eikaiwa.dmm.com/uknow/questions/54344/,2050,False
8770,build,組み立てる,7,5540.0,https://eikaiwa.dmm.com/uknow/questions/33131/,2040,False
31759,strange,奇妙な,1,673.0,https://eikaiwa.dmm.com/uknow/questions/54445/,2028,False
18651,absolutely,ぜひお話しましょう,1,1922.0,https://eikaiwa.dmm.com/uknow/questions/47790/,2023,False
1993,certain,特定の,28,21174.0,https://eikaiwa.dmm.com/uknow/questions/6267/,2020,False
33636,simple,簡易,2,575.0,https://eikaiwa.dmm.com/uknow/questions/60293/,2014,False
13359,drop,落とす,5,3226.0,https://eikaiwa.dmm.com/uknow/questions/46539/,2009,False
13412,medical,医療,7,3208.0,https://eikaiwa.dmm.com/uknow/questions/51880/,1992,False
18643,machine,機械,1,1923.0,https://eikaiwa.dmm.com/uknow/questions/34097/,1975,False
15876,general,一般的な,3,2490.0,https://eikaiwa.dmm.com/uknow/questions/46581/,1943,False
4306,clean,「掃除」,25,11530.0,https://eikaiwa.dmm.com/uknow/questions/40278/,1940,False
18619,report,報告する,1,1928.0,https://eikaiwa.dmm.com/uknow/questions/56342/,1933,False
6229,married,人妻,32,8091.0,https://eikaiwa.dmm.com/uknow/questions/4354/,1926,False
13869,blue,青,4,3057.0,https://eikaiwa.dmm.com/uknow/questions/51863/,1922,False
23413,minute,分,6,1292.0,https://eikaiwa.dmm.com/uknow/questions/36331/,1914,False
18893,cold,あの人ツンツンしてるよね,7,1881.0,https://eikaiwa.dmm.com/uknow/questions/8924/,1913,False
12838,suddenly,急に,6,3419.0,https://eikaiwa.dmm.com/uknow/questions/51036/,1901,False
14905,sign,サイン,2,2750.0,https://eikaiwa.dmm.com/uknow/questions/34907/,1897,False
20793,cause,引き起こす,6,1596.0,https://eikaiwa.dmm.com/uknow/questions/52523/,1889,False
23293,poor,貧しい,2,1306.0,https://eikaiwa.dmm.com/uknow/questions/51080/,1867,False
29326,lead,鉛,3,812.0,https://eikaiwa.dmm.com/uknow/questions/55247/,1856,False
4643,energy,体力,18,10738.0,https://eikaiwa.dmm.com/uknow/questions/44762/,1850,False
23848,master,導師,1,1247.0,https://eikaiwa.dmm.com/uknow/questions/25972/,1843,False
10539,whoa,おっと,3,4431.0,https://eikaiwa.dmm.com/uknow/questions/19149/,1843,False
3629,share,共有,15,13350.0,https://eikaiwa.dmm.com/uknow/questions/34674/,1836,False
18093,drive,ドライブ,1,2022.0,https://eikaiwa.dmm.com/uknow/questions/47344/,1835,False
5741,cool,かっこいい,55,8748.0,https://eikaiwa.dmm.com/uknow/questions/43884/,1833,False
4455,example,例,13,11158.0,https://eikaiwa.dmm.com/uknow/questions/33330/,1829,False
9206,party,どんちゃん騒ぎ,6,5222.0,https://eikaiwa.dmm.com/uknow/questions/1510/,1829,False
12194,eye,目,9,3654.0,https://eikaiwa.dmm.com/uknow/questions/34858/,1826,False
15482,unless,しない限り,1,2599.0,https://eikaiwa.dmm.com/uknow/questions/59190/,1822,False
7975,spend,過ごす,9,6186.0,https://eikaiwa.dmm.com/uknow/questions/33798/,1813,False
28374,test,試す,2,873.0,https://eikaiwa.dmm.com/uknow/questions/59169/,1803,False
13141,often,時々,3,3302.0,https://eikaiwa.dmm.com/uknow/questions/33335/,1797,False
18138,lie,嘘をつく,7,2014.0,https://eikaiwa.dmm.com/uknow/questions/51955/,1796,False
16015,feels,〜って感じ  ,4,2451.0,https://eikaiwa.dmm.com/uknow/questions/25954/,1777,False
36992,throw,ブランケット,1,419.0,https://eikaiwa.dmm.com/uknow/questions/61049/,1768,False
6592,win,当たり,20,7607.0,https://eikaiwa.dmm.com/uknow/questions/40071/,1765,False
9742,forward,まえがき,17,4878.0,https://eikaiwa.dmm.com/uknow/questions/17763/,1737,False
9444,student,学生,19,5073.0,https://eikaiwa.dmm.com/uknow/questions/33142/,1733,False
12231,space,宇宙,7,3640.0,https://eikaiwa.dmm.com/uknow/questions/36716/,1716,False
10582,certainly,その可能性が高い,15,4411.0,https://eikaiwa.dmm.com/uknow/questions/43864/,1714,False
12971,others,相手,14,3366.0,https://eikaiwa.dmm.com/uknow/questions/40577/,1707,False
28040,field,領域,0,899.0,https://eikaiwa.dmm.com/uknow/questions/55083/,1700,False
34853,class,階層,0,517.0,https://eikaiwa.dmm.com/uknow/questions/54992/,1695,False
18522,dog,犬,36,1946.0,https://eikaiwa.dmm.com/uknow/questions/33805/,1670,False
1255,named,名前をつけた,46,28875.0,https://eikaiwa.dmm.com/uknow/questions/22598/,1669,False
12687,sell,売る,3,3479.0,https://eikaiwa.dmm.com/uknow/questions/34759/,1637,False
7220,lucky,運がいい,19,6901.0,https://eikaiwa.dmm.com/uknow/questions/42202/,1621,False
6642,seriously,マジ・・・,16,7553.0,https://eikaiwa.dmm.com/uknow/questions/1636/,1620,False
15165,except,以外の,4,2680.0,https://eikaiwa.dmm.com/uknow/questions/48038/,1589,False
25016,green,緑色,3,1137.0,https://eikaiwa.dmm.com/uknow/questions/47277/,1568,False
1227,age,年齢,42,29470.0,https://eikaiwa.dmm.com/uknow/questions/33031/,1567,False
30799,hide,非表示,1,726.0,https://eikaiwa.dmm.com/uknow/questions/63720/,1562,False
32206,star,「この記号 」 ,2,650.0,https://eikaiwa.dmm.com/uknow/questions/41386/,1559,False
19451,music,音楽性,3,1785.0,https://eikaiwa.dmm.com/uknow/questions/28816/,1555,False
25109,charge,請求する,6,1128.0,https://eikaiwa.dmm.com/uknow/questions/63723/,1549,False
4005,search,検索,15,12350.0,https://eikaiwa.dmm.com/uknow/questions/37779/,1541,False
14484,wonderful,まじ卍,3,2869.0,https://eikaiwa.dmm.com/uknow/questions/42795/,1538,False
2889,especially,とりわけ,11,16073.0,https://eikaiwa.dmm.com/uknow/questions/18950/,1537,False
8187,science,理科,22,6001.0,https://eikaiwa.dmm.com/uknow/questions/37734/,1536,False
8054,patient,患者,17,6114.0,https://eikaiwa.dmm.com/uknow/questions/36630/,1536,False
1030,sick,かっけーかっこいい,87,33351.0,https://eikaiwa.dmm.com/uknow/questions/28033/,1534,False
5433,magic,魔法,39,9200.0,https://eikaiwa.dmm.com/uknow/questions/35023/,1529,False
16144,professor,教授,2,2427.0,https://eikaiwa.dmm.com/uknow/questions/52265/,1525,False
20737,support,支える,8,1605.0,https://eikaiwa.dmm.com/uknow/questions/44254/,1523,False
24105,history,歴史,2,1221.0,https://eikaiwa.dmm.com/uknow/questions/52248/,1522,False
24090,dinner,夕食,8,1223.0,https://eikaiwa.dmm.com/uknow/questions/51271/,1521,False
8435,south,南,47,5802.0,https://eikaiwa.dmm.com/uknow/questions/46212/,1520,False
14021,ship,船,7,3005.0,https://eikaiwa.dmm.com/uknow/questions/33021/,1514,False
20716,teach,指導,4,1608.0,https://eikaiwa.dmm.com/uknow/questions/47812/,1513,False
13771,fear,トラウマ,11,3087.0,https://eikaiwa.dmm.com/uknow/questions/58318/,1513,False
31093,realize,実感する,1,710.0,https://eikaiwa.dmm.com/uknow/questions/66235/,1511,False
20276,accept,受け入れ,9,1665.0,https://eikaiwa.dmm.com/uknow/questions/51870/,1504,False
5454,pass,合格,24,9167.0,https://eikaiwa.dmm.com/uknow/questions/36185/,1502,False
6953,type,入力,19,7179.0,https://eikaiwa.dmm.com/uknow/questions/34586/,1500,False
36443,study,勉強,0,443.0,https://eikaiwa.dmm.com/uknow/questions/51432/,1494,False
13323,north,北,14,3236.0,https://eikaiwa.dmm.com/uknow/questions/46216/,1493,False
26539,handle,取り扱う,2,1008.0,https://eikaiwa.dmm.com/uknow/questions/50170/,1490,False
10282,local,現地,4,4565.0,https://eikaiwa.dmm.com/uknow/questions/43378/,1488,False
11964,cover,「雑誌の表紙を飾る」,8,3750.0,https://eikaiwa.dmm.com/uknow/questions/35679/,1487,False
2225,basically,基本的にはそうだよ,23,19547.0,https://eikaiwa.dmm.com/uknow/questions/18387/,1482,False
22976,wear,着る,9,1339.0,https://eikaiwa.dmm.com/uknow/questions/32692/,1477,False
7838,director,監督,27,6300.0,https://eikaiwa.dmm.com/uknow/questions/52407/,1462,False
23519,final,最後,0,1280.0,https://eikaiwa.dmm.com/uknow/questions/58644/,1458,False
13679,prove,証明,9,3116.0,https://eikaiwa.dmm.com/uknow/questions/34958/,1454,False
15855,fast,早い,5,2496.0,https://eikaiwa.dmm.com/uknow/questions/34692/,1453,False
16520,victim,被害者,2,2345.0,https://eikaiwa.dmm.com/uknow/questions/51289/,1452,False
34539,form,形状,4,533.0,https://eikaiwa.dmm.com/uknow/questions/57510/,1448,False
20309,train,育成,1,1660.0,https://eikaiwa.dmm.com/uknow/questions/56410/,1447,False
8992,somehow,「なんだか」の表現,14,5385.0,https://eikaiwa.dmm.com/uknow/questions/26343/,1442,False
32675,luck,運,0,625.0,https://eikaiwa.dmm.com/uknow/questions/55816/,1440,False
17408,main,メイン,5,2143.0,https://eikaiwa.dmm.com/uknow/questions/58783/,1438,False
24525,mine,採掘作業,3,1183.0,https://eikaiwa.dmm.com/uknow/questions/17442/,1432,False
35226,pain,痛み,2,500.0,https://eikaiwa.dmm.com/uknow/questions/55578/,1426,False
4295,experience,経験する,12,11553.0,https://eikaiwa.dmm.com/uknow/questions/44870/,1418,False
19713,club,クラブ,5,1747.0,https://eikaiwa.dmm.com/uknow/questions/51273/,1416,False
20007,passed,死んだ,3,1704.0,https://eikaiwa.dmm.com/uknow/questions/57533/,1416,False
23670,hair,毛,6,1264.0,https://eikaiwa.dmm.com/uknow/questions/55029/,1413,False
32871,date,日にち,4,613.0,https://eikaiwa.dmm.com/uknow/questions/52530/,1409,False
7922,health,健康,20,6238.0,https://eikaiwa.dmm.com/uknow/questions/32942/,1406,False
27360,grow,伸びる,2,946.0,https://eikaiwa.dmm.com/uknow/questions/58856/,1401,False
9828,drug,医薬品,20,4821.0,https://eikaiwa.dmm.com/uknow/questions/40566/,1393,False
28395,impossible,不可能,1,872.0,https://eikaiwa.dmm.com/uknow/questions/55870/,1380,False
2428,fly,ハエ,57,18401.0,https://eikaiwa.dmm.com/uknow/questions/36961/,1369,False
33945,art,芸術,1,560.0,https://eikaiwa.dmm.com/uknow/questions/54447/,1362,False
433,teacher,先生,389,55266.0,https://eikaiwa.dmm.com/uknow/questions/36364/,1349,False
5140,billion,億,30,9728.0,https://eikaiwa.dmm.com/uknow/questions/25773/,1347,False
18386,ice,氷,4,1966.0,https://eikaiwa.dmm.com/uknow/questions/38452/,1339,False
19910,forgot,忘れる,4,1718.0,https://eikaiwa.dmm.com/uknow/questions/34753/,1327,False
28907,design,デザイン,11,838.0,https://eikaiwa.dmm.com/uknow/questions/51865/,1324,False
26229,major,専門,1,1032.0,https://eikaiwa.dmm.com/uknow/questions/43452/,1320,False
27007,sweet,甘口,2,973.0,https://eikaiwa.dmm.com/uknow/questions/41864/,1318,False
32624,bank,銀行,2,628.0,https://eikaiwa.dmm.com/uknow/questions/54660/,1310,False
31701,besides,～の時以外は,3,676.0,https://eikaiwa.dmm.com/uknow/questions/60473/,1309,False
31947,decide,決断,1,663.0,https://eikaiwa.dmm.com/uknow/questions/59424/,1303,False
17169,smell,匂ってみて,5,2194.0,https://eikaiwa.dmm.com/uknow/questions/27101/,1299,False
960,missed,行き違い,37,34570.0,https://eikaiwa.dmm.com/uknow/questions/3897/,1293,False
14487,enemy,敵,11,2869.0,https://eikaiwa.dmm.com/uknow/questions/52460/,1286,False
15850,carry,抱っこ,2,2498.0,https://eikaiwa.dmm.com/uknow/questions/50383/,1272,False
21958,hmm,独り言のまあねぇ、、,9,1448.0,https://eikaiwa.dmm.com/uknow/questions/30081/,1259,False
8759,draw,絵を描く,20,5547.0,https://eikaiwa.dmm.com/uknow/questions/38959/,1259,False
22001,relationship,関係,4,1442.0,https://eikaiwa.dmm.com/uknow/questions/35134/,1257,False
7497,jesus,うがあああああああああ,32,6636.0,https://eikaiwa.dmm.com/uknow/questions/19156/,1255,False
11735,smart,賢い,14,3858.0,https://eikaiwa.dmm.com/uknow/questions/36608/,1254,False
6987,uncle,おじさん,23,7130.0,https://eikaiwa.dmm.com/uknow/questions/38525/,1251,False
3283,amount,金額,7,14543.0,https://eikaiwa.dmm.com/uknow/questions/33214/,1250,False
9439,sea,海,11,5077.0,https://eikaiwa.dmm.com/uknow/questions/44659/,1249,False
2281,present,プレゼント,50,19193.0,https://eikaiwa.dmm.com/uknow/questions/36271/,1245,False
20935,appreciate,慈しむ,1,1575.0,https://eikaiwa.dmm.com/uknow/questions/41041/,1242,False
10502,beginning,始まり,5,4457.0,https://eikaiwa.dmm.com/uknow/questions/33105/,1239,False
35487,mission,使命,2,488.0,https://eikaiwa.dmm.com/uknow/questions/63001/,1237,False
30317,blow,揺れる,2,753.0,https://eikaiwa.dmm.com/uknow/questions/55011/,1233,False
5633,common,共通,22,8905.0,https://eikaiwa.dmm.com/uknow/questions/32098/,1233,False
25592,road,道,1,1085.0,https://eikaiwa.dmm.com/uknow/questions/34079/,1230,False
24751,dollars,ドル,5,1162.0,https://eikaiwa.dmm.com/uknow/questions/56695/,1225,False
6332,officer,役員,15,7963.0,https://eikaiwa.dmm.com/uknow/questions/40877/,1221,False
1673,fish,の複数形,117,23844.0,https://eikaiwa.dmm.com/uknow/questions/1873/,1221,False
14850,project,事業,4,2766.0,https://eikaiwa.dmm.com/uknow/questions/40707/,1216,False
29497,bed,ベッド,0,801.0,https://eikaiwa.dmm.com/uknow/questions/40314/,1212,False
2207,quit,退会処理,18,19668.0,https://eikaiwa.dmm.com/uknow/questions/12100/,1208,False
29280,stick,棒,3,815.0,https://eikaiwa.dmm.com/uknow/questions/55919/,1197,False
8912,consider,考慮する,9,5437.0,https://eikaiwa.dmm.com/uknow/questions/52610/,1194,False
16899,wall,壁,6,2258.0,https://eikaiwa.dmm.com/uknow/questions/37931/,1192,False
15559,station,駅,19,2579.0,https://eikaiwa.dmm.com/uknow/questions/35199/,1188,False
32196,thousand,千,8,651.0,https://eikaiwa.dmm.com/uknow/questions/52371/,1186,False
3701,department,学部,9,13162.0,https://eikaiwa.dmm.com/uknow/questions/51129/,1183,False
7403,paper,歴史のレポート、何を書いた,7,6736.0,https://eikaiwa.dmm.com/uknow/questions/17459/,1177,False
32010,likely,可能性が高い,1,660.0,https://eikaiwa.dmm.com/uknow/questions/63172/,1175,False
13162,waste,無駄,21,3297.0,https://eikaiwa.dmm.com/uknow/questions/42120/,1173,False
7901,criminal,犯罪者,19,6259.0,https://eikaiwa.dmm.com/uknow/questions/45712/,1168,False
11655,visit,お見舞い,8,3892.0,https://eikaiwa.dmm.com/uknow/questions/9115/,1167,False
9077,training,トレーニング,12,5319.0,https://eikaiwa.dmm.com/uknow/questions/33787/,1166,False
24796,doubt,疑いを持ち始める,4,1158.0,https://eikaiwa.dmm.com/uknow/questions/43997/,1165,False
36051,meaning,意義,1,461.0,https://eikaiwa.dmm.com/uknow/questions/59590/,1159,False
30529,track,追跡,0,742.0,https://eikaiwa.dmm.com/uknow/questions/59492/,1155,False
27831,floor,階,2,913.0,https://eikaiwa.dmm.com/uknow/questions/59577/,1153,False
31298,push,促進する,0,699.0,https://eikaiwa.dmm.com/uknow/questions/63228/,1151,False
17737,super,ヤバい,3,2081.0,https://eikaiwa.dmm.com/uknow/questions/40906/,1150,False
31532,holy,神聖な,2,685.0,https://eikaiwa.dmm.com/uknow/questions/59798/,1150,False
8978,treat,ご褒美,16,5398.0,https://eikaiwa.dmm.com/uknow/questions/46846/,1149,False
11458,recently,最近したよ,11,3979.0,https://eikaiwa.dmm.com/uknow/questions/26859/,1145,False
16074,honey,はちみつハチミツ・蜂蜜,3,2439.0,https://eikaiwa.dmm.com/uknow/questions/52419/,1143,False
35417,position,ポジション,0,491.0,https://eikaiwa.dmm.com/uknow/questions/60213/,1140,False
7223,dear,面識ない人に送るメールで「～さんへ」,16,6899.0,https://eikaiwa.dmm.com/uknow/questions/39402/,1139,False
21039,complete,完成する,2,1562.0,https://eikaiwa.dmm.com/uknow/questions/59617/,1137,False
23045,match,合わせる,3,1333.0,https://eikaiwa.dmm.com/uknow/questions/52800/,1136,False
1168,quiet,大人しい,58,30718.0,https://eikaiwa.dmm.com/uknow/questions/8936/,1130,False
24092,ground,大地,3,1223.0,https://eikaiwa.dmm.com/uknow/questions/55786/,1129,False
12963,honest,正直,3,3369.0,https://eikaiwa.dmm.com/uknow/questions/46129/,1128,False
14496,ride,乗る,7,2867.0,https://eikaiwa.dmm.com/uknow/questions/52083/,1127,False
22217,slow,遅い,2,1419.0,https://eikaiwa.dmm.com/uknow/questions/38662/,1119,False
31909,offer,申し出,1,665.0,https://eikaiwa.dmm.com/uknow/questions/59073/,1115,False
15028,coffee,ブレンドコーヒー,8,2715.0,https://eikaiwa.dmm.com/uknow/questions/33900/,1114,False
12689,west,西,21,3479.0,https://eikaiwa.dmm.com/uknow/questions/46209/,1111,False
27474,planet,惑星,3,938.0,https://eikaiwa.dmm.com/uknow/questions/41021/,1109,False
8247,finished,完了する,5,5952.0,https://eikaiwa.dmm.com/uknow/questions/37917/,1104,False
7360,east,東,112,6785.0,https://eikaiwa.dmm.com/uknow/questions/46210/,1101,False
22607,camera,カメラ,13,1377.0,https://eikaiwa.dmm.com/uknow/questions/52384/,1100,False
20104,agree,賛成,1,1691.0,https://eikaiwa.dmm.com/uknow/questions/45416/,1094,False
28816,writing,書き込み,1,845.0,https://eikaiwa.dmm.com/uknow/questions/60531/,1094,False
28624,sending,送信,1,856.0,https://eikaiwa.dmm.com/uknow/questions/55439/,1092,False
1696,store,お店,53,23628.0,https://eikaiwa.dmm.com/uknow/questions/5391/,1092,False
18999,arrest,逮捕,7,1865.0,https://eikaiwa.dmm.com/uknow/questions/54489/,1087,False
7298,attention,注目,7,6839.0,https://eikaiwa.dmm.com/uknow/questions/34095/,1085,False
5867,focus,集中しろ,22,8571.0,https://eikaiwa.dmm.com/uknow/questions/26419/,1079,False
25893,difference,違い,5,1059.0,https://eikaiwa.dmm.com/uknow/questions/38962/,1079,False
19527,swear,誓う,9,1776.0,https://eikaiwa.dmm.com/uknow/questions/57529/,1079,False
35256,scene,場面,1,499.0,https://eikaiwa.dmm.com/uknow/questions/58642/,1072,False
21700,process,工程,4,1478.0,https://eikaiwa.dmm.com/uknow/questions/41023/,1067,False
11141,birthday,誕生日,12,4127.0,https://eikaiwa.dmm.com/uknow/questions/44586/,1067,False
18248,reading,読書,5,1993.0,https://eikaiwa.dmm.com/uknow/questions/53062/,1066,False
11025,proud,誇りに思う,5,4178.0,https://eikaiwa.dmm.com/uknow/questions/53474/,1066,False
36736,mistake,間違え,3,430.0,https://eikaiwa.dmm.com/uknow/questions/57093/,1045,False
36919,growing,育ち盛り,11,422.0,https://eikaiwa.dmm.com/uknow/questions/53686/,1032,False
